X,Y,Z,Cp
2.345597240212891847e+02,9.090909090909091717e+00,-2.083110216860318786e+01,-7.251766078744027455e-01
2.412983206550001398e+02,9.090909090909091717e+00,-2.203938816869534634e+01,-5.984798162970403901e-01
2.477932686455672240e+02,9.090909090909091717e+00,-2.326099415872916509e+01,-4.882589820318946061e-01
2.540258331261674414e+02,9.090909090909091717e+00,-2.448546861370323668e+01,-3.950528050068068397e-01
2.599779855136661695e+02,9.090909090909091717e+00,-2.570221626057177033e+01,-3.189172573801462018e-01
2.656324593239799583e+02,9.090909090909091717e+00,-2.690061857366873710e+01,-2.594470016793321010e-01
2.709728041996364141e+02,9.090909090909091717e+00,-2.807015160746711047e+01,-2.158092952870902248e-01
2.759834381537975787e+02,9.090909090909091717e+00,-2.920049975136688403e+01,-1.867892992636634164e-01
2.806496979991418357e+02,9.090909090909091717e+00,-3.028166419047411750e+01,-1.708453982042345831e-01
2.849578878781174467e+02,9.090909090909091717e+00,-3.130406506285684287e+01,-1.661728627406453274e-01
2.888953257488267923e+02,9.090909090909091717e+00,-3.225863650884099343e+01,-1.707739545178552087e-01
2.924503876143846810e+02,9.090909090909091717e+00,-3.313691400374599283e+01,-1.825323914891829880e-01
2.955624024802629037e+02,9.090909090909091717e+00,-3.409834517479811211e+01,-1.990154300762181916e-01
2.981750639379829977e+02,9.090909090909091717e+00,-3.528388691063109661e+01,-2.175504539062877718e-01
3.003961149092776282e+02,9.090909090909091717e+00,-3.630047144622369615e+01,-2.367301940778803737e-01
3.022203990086412659e+02,9.090909090909091717e+00,-3.714146075708188732e+01,-2.548889363154501764e-01
3.036436862378242267e+02,9.090909090909091717e+00,-3.780135220181595912e+01,-2.705896325282691195e-01
3.046626795687799927e+02,9.090909090909091717e+00,-3.827582117323236588e+01,-2.826673937065538045e-01
3.052750201735468067e+02,9.090909090909091717e+00,-3.856175456795315171e+01,-2.902644474319740486e-01
3.054798473541519002e+02,9.090909090909091717e+00,-3.865744978597268044e+01,-2.928627790302607559e-01
1.430940124083971643e+00,1.818181818181818343e+01,-5.000000000000000000e+01,1.000000000000000000e+00
1.662197625140300339e+00,1.818181818181818343e+01,-4.942040879091648975e+01,9.653578709062096141e-01
2.310292438806808679e+00,1.818181818181818343e+01,-4.887626995803795182e+01,8.627986290736001651e-01
3.362377468045864681e+00,1.818181818181818343e+01,-4.836462763134078813e+01,6.962425600326928032e-01
4.808130815256191681e+00,1.818181818181818343e+01,-4.787142223964363552e+01,4.703064840113563849e-01
6.640461926222368305e+00,1.818181818181818343e+01,-4.737163426613138029e+01,1.900896978220322220e-01
8.855495321147776266e+00,1.818181818181818343e+01,-4.682970018638940957e+01,-1.388909119468626496e-01
1.145171172233485102e+01,1.818181818181818343e+01,-4.620030337440766033e+01,-5.106187166241634712e-01
1.442828364408815212e+01,1.818181818181818343e+01,-4.542972512432316279e+01,-9.183948651572565458e-01
1.778286101406585473e+01,1.818181818181818343e+01,-4.445794752351370960e+01,-1.354644280310019377e+00
2.150926998364642273e+01,1.818181818181818343e+01,-4.322159472687367554e+01,-1.810819224806965666e+00
2.559633347992848584e+01,1.818181818181818343e+01,-4.165953408555779447e+01,-2.277571144437569473e+00
3.004780860448277480e+01,1.818181818181818343e+01,-3.977035788797820004e+01,-2.747360233394453122e+00
3.486761863317411070e+01,1.818181818181818343e+01,-3.755262755522254281e+01,-3.212254652874610095e+00
4.005224102682934983e+01,1.818181818181818343e+01,-3.499795167729583767e+01,-3.663355514496915877e+00
4.559575376291402193e+01,1.818181818181818343e+01,-3.211247724803034487e+01,-4.091709919357214176e+00
5.148979089869076375e+01,1.818181818181818343e+01,-2.891906478498416178e+01,-4.488544057485549743e+00
5.772376928327783219e+01,1.818181818181818343e+01,-2.545894942720135390e+01,-4.845513887143900966e+00
6.437580326995106361e+01,1.818181818181818343e+01,-2.196122538759082232e+01,-5.159076404392482829e+00
7.125952964042305382e+01,1.818181818181818343e+01,-1.818775492954937079e+01,-5.413478103801049102e+00
7.844034916645017574e+01,1.818181818181818343e+01,-1.438993289076224613e+01,-5.607569541354322951e+00
8.590838824187797229e+01,1.818181818181818343e+01,-1.068573020940079488e+01,-5.736894772904097550e+00
9.366440515377000509e+01,1.818181818181818343e+01,-7.226834744185481441e+00,-5.798085566333823770e+00
1.016740106703086752e+02,1.818181818181818343e+01,-4.233988814575837978e+00,-5.788681586778194443e+00
1.099078746338524297e+02,1.818181818181818343e+01,-1.833868254214984006e+00,-5.708183236176155084e+00
1.183615257598815731e+02,1.818181818181818343e+01,-2.128652748428976338e-01,-5.557398171990491242e+00
1.269505866374914689e+02,1.818181818181818343e+01,4.209765256951172319e-01,-5.340480135847331056e+00
1.353359689604134246e+02,1.818181818181818343e+01,4.382114224428335092e-02,-5.073777740641468803e+00
1.434818557007252764e+02,1.818181818181818343e+01,-5.764692609050925398e-01,-4.770411826568548008e+00
1.516143298496126874e+02,1.818181818181818343e+01,-1.314880932648605949e+00,-4.431175622921371904e+00
1.597494205603882449e+02,1.818181818181818343e+01,-2.170341623849751045e+00,-4.062456914770216976e+00
1.678637187069648462e+02,1.818181818181818343e+01,-3.138678122041390850e+00,-3.672384624403383757e+00
1.759339937122182107e+02,1.818181818181818343e+01,-4.214631901659309676e+00,-3.269248846360699901e+00
1.839372554529029742e+02,1.818181818181818343e+01,-5.391900531342770364e+00,-2.861295213854328168e+00
1.918508146361629088e+02,1.818181818181818343e+01,-6.663186171752919051e+00,-2.456525904368361601e+00
1.996523419206213248e+02,1.818181818181818343e+01,-8.020251210430799915e+00,-2.062512139855359194e+00
2.073199259377396686e+02,1.818181818181818343e+01,-9.453981120341438782e+00,-1.686222660581183197e+00
2.148321302419782342e+02,1.818181818181818343e+01,-1.095445461148521815e+01,-1.333872179184503404e+00
2.221940882856448809e+02,1.818181818181818343e+01,-1.237173210838822968e+01,-1.009899715298370637e+00
